index,count word,label,tweet;
272,14,positive,Wah anda juga merasakan nikmatnya ya? Siap otw traveloka eat nih saya bun hahahaha.;
"273,11,positive,""Diantara tempat jual makanan online, jujurr traveloka eat paling menguntungkan ??""";
274,29,negative,Dear @traveloka saya complaint traveloka eat dijawab akan direspon dalam 15 menit tp ini sudah lebih tidak ad yg respon complaint saya. Makanan saya sudah 2 jam belum sampai.;
275,10,negative,@traveloka minnn ko traveloka eat verifikasi pembayaran lama bgt si;
"276,6,positive,""Via traveloka eat, mayan dpt diskon""";
277,38,negative,Gue pesen makan di traveloka eat kaget bayarnya bukan pake va tapi bener2 transfer manual wqwq trus ada kode unik nya gt KAYA 2012 GK SIE aneh bgt di mutasi gue ada trf ke pt trinusa travelindo ????;
278,31,negative,Ya allah kemarin banget ini aku order pake traveloka eat. Tapi promonya ga ke redem. Pas udan sampe liat kok kepotong 51 rb. Aku seketika lemes wkwkw. MAKAN SIAANG SEMAHAL ITUU????;
"279,33,negative,""@traveloka sistem eat masih parah. Voucher tidak bisa issued tiba-tiba sudah sukses saja pembayaran pakai cc. Telpon cs minta waktu, keburu lapar bro! Kalau sistem belum mature, harus segera gercep. Bukan malah lambat""";
"280,22,negative,""Pesen @traveloka eat sering dibatalkan....proses refundnya pun sulit...baru kemaren lapor pesanan dibatalkan,belom selesai masalahnya eeh pagi ini pesan lagi daaan dibatalkan lagi..""";
281,10,positive,Beberapa menit setelah niat menabung. Haturnuhun travelokaeat diskon 50%nya wkwk;
"282,17,negative,""aneh bgt pesen di traveloka eat tp yg nelp dari gojek, mana ribet bgt lg drivernya ????""";
283,10,negative,oh jadi traveloka eat nganternya pake gosend. mahal juga yaa…;
"284,11,negative,""ini coba pesen lagi di cancel2 teruuus, aneh nih traveloka eat""";
285,6,negative,Payah nih traveloka eat lama bener!;
"286,8,positive,""Pertama kali pake traveloka eat, muraaaah yaaa heheheheh""";
287,34,negative,Terimakasih untuk responnya. Saat ini saya menunggu pesanan saya dengan no order 749062061. Sudah menunggu 1 hampir 2 jam tidak ada respon. Ini sudah kali kesekian saya mendapatkan layanan buruk dari rekanan driver travelokaeat.;
288,41,negative,Dear @traveloka mohon dong untuk driver eat sedikit disorot ya. Ini sudah kali ke sekian saya pesan makanan di traveloka eat menunggu 2 jam an tapi driver sama sekali ga bisa dihubungi. Mohon untuk call center juga responsif dan fast response.;
"289,12,negative,""@traveloka ini gimana ceritanya dah dibatalin mulu, ga niat bikin traveloka eat??""";
290,11,negative,Ughh Traveloka Eat's food pun .... is getting oat of hand;
"291,12,negative,""Meski banyak diskon, kelemahan Traveloka Eat adalah pengiriman yang kadang lama hehe..""";
292,17,negative,@traveloka ber bener dah cs travelokaudah bikin tiket buat minta cancel traveloka eat kaga di respon respon;
"293,16,negative,""Mjb kak, yg travelokaeat blm juga ya kak?:( Aku udh 2 jam lebih gabisa bisa pdhal""";
"294,33,negative,""@traveloka min mau complain donk. aku pesen traveloka eat, udah aku upload bukti bayar tapi koq status orderannya batal. aku coba tlp ke customer service tlp sibuk trus. trus mesti complain kemana nih????""";
"295,12,positive,""makan siang enak di sponsori diskon gede gedean, terima kasih traveloka eat????""";
"296,6,positive,""Coba travelokaeat, mereka lg buang2 duit""";
297,14,positive,love traveloka food / eat? gue beli salty sam dari 77 jadi 27 jir;
"298,11,positive,""ini promo traveloka eat pengguna baru, ken! lumayan banget discountnya T^T""";
299,5,positive,traveloka eat pengguna baru! ??;
"300,13,positive,""order aja, re! ini discount traveloka eat buat pengguna baru, lumayan discountnya T^T""";
"301,13,positive,""Tukang jajan... kuy pesen via traveloka eat, promo 70% buat pengguna baruuu ??""";
302,11,positive,yeah ada promo di traveloka eat jajajaja disana gak ada jajaja;
303,3,positive,makasih traveloka eat;
304,4,positive,Wah traveloka eat goks;
"305,17,positive,""Luberger. Beli pake traveloka eat cobadaa, td aku beli 27 dpt burger sm kentang. Kenyang sampe malem""";
306,9,positive,Bingung diskon 70% eat traveloka di beliin apa ya;
307,6,positive,raveloka eat diskonnya lumayan ya wa;
"308,16,positive,""Prima Freshmart lagi bakar duit di Traveloka Eat nih, tapi kayanya cuman ada di Jakarta aja""";
309,19,negative,@traveloka Halo min tolong ini gmn ya saya pesan eat delivery malah g di kirim di selesaikan di jlan;
"310,14,positive,""Emang debes traveloka eat, beli topokki ama minum di mujigae cuma abis 15k ??""";
311,7,positive,Ingin rasanya menghabiskan promo di travelokaeat arggghhhhh;
312,7,positive,wow traveloka eat diskonnya hampir setengah harga;
313,6,negative,Kenapa travelokaeat ga bisa di buka;
"314,35,negative,""@traveloka mau tanya nih , beli di traveloka eat kok dapet drivernya jauh2 ya ...?? Gmn solusinya ? Makanan saya 1 jam belum dateng2 padahal dr tempat saya ke resto gak ada 1 km ?""";
"315,19,negative,""Kemaren dibuat ga masak krn shopeefood. Sekarang travelokaeat lebih ga masuk akal lagi, kan jadi tambah malas masaaak ??""";
316,12,positive,Makasih travelokaeat tapi tolong ditambahkan meldi dan kiepci krn saya pecinta junkfood;
317,5,positive,traveloka eat promonya gede2 hihi;
318,20,negative,Ayam yang biasa we pesen di traveloka eat harganya naik dong.Dari 19 rebu ke 22 rebu ??Untung masih ketolong diskon;
"319,48,negative,""@traveloka min saya dari Traveloka eat merchant mau nanya, kok saya ga bisa buat promo mandiri ya? saya mau buat pakai diskon di resto, tapi di kolom cabang yg warna merah itu ga bisa dipencet sama yang paling bawah ga bisa di simpan. tolong balas dm ya m""";
320,12,positive,di traveloka eat gaada hahaha kita kan memilih yg best deal ????????;
"321,49,negative,""Udh 1 setengah jam courier gak gerak, di telfon jg di reject. Coba hub cust service via telfon yg ada di list ga ad yg jwb. Via chat jg yg jwb bot, katanya akan manggil customer service beneran. Ni dah 20 menit lebih ga ad yg tanggepin. @traveloka #travelokaeat""";
"322,39,negative,""Dear @gojekindonesia x @traveloka eat, tolong benerin sistemnya. Hari ini banyak order yang tiba-tiba cancel, pdhl driver udah sampe resto dan makanan sudah disiapkan.Make sense kalo next time resto gak berani nyiapin makanan meski ada orderan masuk, takut kecancel""";
323,25,negative,I just want to eat and there is no explanation at all regarding technical issues from you? For god sake i hate your services @traveloka;
324,10,negative,traveloka eat udh ada chat tp poto abangnya masih gepeng;
325,4,positive,Traveloka eat terbaik dehh;
326,9,negative,gua mesen traveloka eat tapi ngilang dah pesanannya gamuncul;
327,5,negative,Kok kupon travelokaeat ilang :’;
"328,15,positive,""bun cek traveloka eat pake app traveloka, biar jauh freeongkir ?? atau atau cek grab/shopee""";
"329,23,positive,""Aku menunggu di traveloka eat aja, biar jauh ttp free ongkir. Klo grabfood, gofood ongkirnya dri Rwmngun ke Kuningan aja 57 ribu ??""";
330,9,positive,cuma 23 ribu soalnya diskon beli lewat Traveloka eat;
"331,7,positive,""Traveloka eat, 3 kopi 9,5k hhahaha ????""";
332,5,positive,traveloka eat delivery diskonnya mantapppp;
333,7,positive,Promo traveloka eat delivery bikin kalap ??????;
"334,18,positive,""Beli makanan pake traveloka eat diskon 50% maks. 50rb bayar pake Uangku. Free ongkir pulak. ";
;
"Selamat jajaaaaan ??""";
335,30,positive,Pake traveloka eat.. pake ewallet sakuku nya dia .. diskonnya lbh gede.. kalau bayar pake debit/kredit lbh kecilan diskonnya.. plus gratis ongkir.. td beli pepperlunch 76 cuma bayar 38 ??;
336,6,positive,diskon eat traveloka ga prnh ngecewainn;
"337,17,positive,""Coba pke travelokaeat prim freeong, gofud sm greb mahal aku jarang bgt dpt vocer jd males haha""";
"338,31,negative,""efek kedua siang ini, pesen makan siang di Traveloka eat Booking ID gak tau gimana mungkin double click malah ke cancel terus akhirnya bisa eh tapi gak ada notif yang gimana-gimana""";
"339,23,negative,""Masuk order Traveloka Eat";
Pas mau konfirmasi posisi restonya eh malah bilang ga kerjasama sama traveloka katanya, kok iso??? ;
Cancel deh akhirnya ??;
"@traveloka @gojekindonesia""";
340,12,positive,Dan belinya pake traveloka eat krn banyak promooo yeaa hidup promoo ??;
"341,14,negative,""Mimin mau tanya dong, kalo order traveloka eat, nanti yg anter makanannya siapa? Gojek???""";
342,6,positive,TRAVELOKA EAT KEREN BGT KAMU @traveloka;
343,34,negative,Eat deliverynya @traveloka ini asik murah meriah diskonnya. Tapi aplikasinya ribet kak. Mau lacak posisi drivernya jg ribet. Mau komunikasi ke drivernya jg nyambung ke wa. Eh tau² nomor drivernya gak dipake untuk wa.;
344,6,positive,Traveloka eat gokill euyy ngasih diskonnya;
"345,27,negative,""@traveloka admin bantu follow up dong, topup ke uang ku ga masuk masuk, udh banyak yg komplen loh di aplikasi mau topup buat travelokaeat ga masuk masuk""";
346,13,positive,Traveloka eat deh juara. Walopun di cibi belom banyak tenant yg join sih;
347,8,positive,Ttp murahnya traveloka eat blm ada yg ngalahin;
348,23,positive,Pusing liatin akgae mari mam dulu. Ini harta karun yg aku temuin di traveloka eat semuanya cm 30k dan gakalah dr m*rugame ????;
"349,5,positive,""beli, traveloka eat free ongkir""";
350,19,positive,Gak tauuu.. wkwkwk w waktu itu juga iseng cobain traveloka eat eh mudah.. mana the moo jadi 30an ????;
"351,18,positive,""Sumpa ya ini traveloka eat racun murehhh bgt, udh gratis ongkir trus diskon 50%, aligg siii bikin kalapp""";
352,16,negative,@traveloka min gimana caranya pake kupon di traveloka eat? Kenapa slalu gabisa diapply pas mau pembayaran?;
"353,36,negative,""@travelokatolong ini ada bugs kali ya ini. status booking traveloka eat saya ke cancelled sendiri, setelah itu kembali lagi. padahal di apps user/kurir/resto sepertinya tidak ada button cancel booking.";
;
"Jadi kasihan kurirnya, saya, dan resto jadi bingung """;
354,4,positive,Team traveloka eat ??;
"355,9,positive,""Iya ada , traveloka eat jg diskonnta lumayan bgt.""";
"356,18,positive,""Aku baru coba Traveloka Eat, kok ra ono pilihan bayar pakai GoPay ya? Tp lumayan diskonnya yakkk ??""";
357,3,positive,traveloka eat aja;
358,13,negative,Ya allah sedih sekali tapi traveloka eat cuman 42 ribu ya lumayan laaah;
"359,3,positive,""Grabfood 127k";
"TravelokaEat 41k""";
"360,13,positive,""Kalau lapar makan dulu bang,, banyak promo Nasi kulit Dewa di Traveloka Eat""";
"361,36,positive,""Yang selalu gue lakuin dan ada yg baru tau tuh traveloka eat ternyata surga bgt mo nangis. Makan lawless cuma 29rb tanpa ongkir ?? masuk surga org2 yg ngasih tau, sama yg buat promo traveloka :”)""";
362,12,negative,Bukane diskone sopifood wes estek yo. Saiki ganti travelokaeat nder seng diskon;
"363,14,positive,""Sore2 pengen nyemil, inget rekomendasi temen kmrn pake treveloka eat @traveloka, beneran 50% ??""";
364,7,positive,Eh kok traveloka eat diskonnya gede yak;
365,20,positive,Pengalaman pake traveloka eat dan shoppee Food. Gw lebih memilih traveloka eat. Free ongkir ga kaleng2. Diskonnya juga lebih gede.;
366,19,positive,Traveloka eat sengaja hadir bikin orang males masak. Untuk apa masak? ???????? Promo bun. Makin diomongin sama tetangga. Mantapz;
"367,24,positive,""Honu,loml ?? bahagia banget pesen di traveloka eat yg tadinya 78rb jadi 45rb udah sama ongkir… kemarin di gr4b hampir 100rb sama ongkir… ??""";
"368,25,positive,""Sumpill leee, myrrr lu pada harus nyoba traveloka eat, diskonnnya gilaa bangetttt bangetan, kek 50% sampe 50-70ribu.. freeongkir jugakk????, bayarnya di alfamart atau ngga trf""";
369,7,positive,Traveloka eat yg diskonnya lebih banyak ??;
370,7,positive,Bru nyobain travelokaeat euy mantep juga promonya;
"371,15,positive,""traveloka kan diskon tuh 50% dari tadi gue scroll traveloka eat , guilty makan terus""";
372,5,positive,Traveloka eat ini diskonnya gila2an...;
373,9,positive,traveloka eat promo nya mantep juga. syopifut minggir dlu;
374,16,positive,yang bener aja traveloka eat potongannya 50% kan kalo kaya gini terus w jajan mulu :(;
"375,12,positive,""Gw jadi ketularan order lewat Traveloka eat , hahahahaha. Mayan diskon 50%""";
376,12,positive,aku baru mau nyobain travelokaeat nihhh beneran dong diskonnya nggak boongan :)))));
377,5,positive,@traveloka eat ter dabesstttt ????????;
"378,15,positive,""aku baru tau ada travelokaeat, terus tadi iseng wow mantap diskonnya beneran no tipu-tipu :)))))""";
379,16,positive,Kalo aku sekarang beralih dulu ke syopifud sama travelokaeat ka lana soalnya bisa diskon sampe 50%;
"380,9,positive,""Ada lagi traveloka eat, masih baru jadi banyak diskon""";
"381,15,positive,""Aduuh ini enak banget, aku berkali kali beli Luna's ini krn ada diskonan TravelokaEat hihihi""";
382,8,positive,Makasih bgt loh traveloka eat disc 50% ????????????;
"383,10,negative,""Traveloka eat bakar duit teruss, mau ngalahin shopefood bau baunya""";
384,16,positive,Shopeefood sama traveloka eat adalah jalan ninjaku pas ongkir+biaya pengemasan dll grabfood gofood makin mahal ??;
"385,18,positive,""Traveloka eat lah, free delivery ???? gue order bebek kaleyo tebet ke kosan asli cuma bayar makannya aja""";
"386,40,positive,""iya bener bener";
jadi di aplikasi traveloka ada traveloka eat, biasanya dulu buat promo makan ditempat tapi skrg bikin buat delivery;
;
dan lagi promo, kopi pengguna lama traveloka tapi baru ini pakai traveloka delivery jadi bisa pakai voc 50% sampai 70rb;
;
"mayan bangettt""";
387,12,positive,Traveloka Eat. Kode Kupon “HOBIJAJAN50”. Sekarang diskon 50% loh hingga 50rb ??;
388,24,negative,@traveloka min ini kenapa ya Traveloka eat saya tiap mau lanjut ke pembayaran langsung ada kotak merah maaf server error...... Maaf atas ketidaknyamanan anda;
"389,10,positive,""Pertama kali coba traveloka eat, free delivery juga. Mantapss @traveloka??""";
390,8,positive,Baru nyoba travel eat promonya lumayan juga @traveloka??;
"391,11,positive,""Aku nge traveloka eat mulu, hahaha. Mad bagel enak, bikin kenyang""";
"392,9,positive,""Oke banget, cek traveloka eat kak. Lagi diskon 50%""";
"393,12,positive,""Menu di traveloka ada travel eat, masih bakar duit jd promo banyaak""";
394,9,positive,semua fokus shopeefood padahal promo traveloka eat lebih menawan.;
"395,21,negative,""Ini @traveloka gimana dah, order traveloka eat ternyata restonya tutup, ga bisa cancel, sementara driver terus nelponin. Please cancel my order!""";
"396,11,positive,""Cobain skalian traveloka eat, lagi diskn 50% maks 50rb ongkir gratis""";
"397,13,negative,""Sy udh daftar merchant Traveloka eat blm ada respon nih min, mohon bantuannya""";
398,7,negative,skrg traveloka eat discount nya dikit :(((;
399,7,positive,Jajan pake traveloka eat. Self reward murmer??;
"400,14,positive,""Meuli pake traveloka eat gen, mumpung diskon 40% maks 50rb (min beli 35k) ??""";
"401,17,positive,""Alhamdulillah makan akhir bulan disponsori oleh Traveloka Eat, banyak merchant yang udah join pula. Diskon 50%nya gaes""";
402,11,positive,Traveloka eat memang lifesaver disaat tanggal tua tapi pengen makan enak;
"403,15,positive,""coba traveloka eat bith, lagi diskon 50 persen minimal belanja 35rebu aja dan gratis ongkir~""";
404,14,positive,Live hack mam ena tapi mure. Traveloka eat disc 50% + gratis ongkir ??;
405,19,negative,@traveloka ini traveloka eat gimana ya. Sudah tf. Proses verifikasi sekarang gagal.. ini berapa lama ya nunggu problem solvednya?;
"406,20,positive,""Traveloka eat, disc 50% + gratis ongkir. Ayo ayo semuanya aja ayo bakar-bakaran duit! Eug sebagai consumer siap meniqmati ??""";
407,17,positive,traveloka eat dah lg diskon 50% minimal 35rb. free ongkir. kmrn aku belo fore seliter jd 42rb.;
"408,25,negative,""Halo, malam ini saya pesen traveloka eat, driver gabisa dihubungin sejak awal, tiba2 status pesanan udah diterima, padahal makanannya belum diterima, mohon bantuannya min @traveloka""";
409,5,positive,cinta banget sama travelokaeat ??;
410,4,positive,Traveloka eat sekarang juaranya;
"411,28,positive,""Skg banyak promo makanan dr mulai shopeefood sampe traveloka eat. Gue sendiri makan pagi cuma snack, siang paling abis 40rb udah dapet 2porsi makanan yg bisa dimakan malemnya.""";
"412,10,positive,""Bikin jajan terus, traveloka eat malah discnya 40% yak wkwk""";
413,13,negative,@traveloka min orderan eat saya udah hampir lima jam kenapa ngga dicancel ya?;
"414,25,negative,""Kemarin pesenan gw ga dateng sedih banget, udah 2x pesen di traveloka eat, trus yang ke 3x abang nya ga dateng padahal udah nyelesein pesanan??""";
415,28,negative,@traveloka kak untuk orderan traveloka eat booking number 694481155 no tiket 19522519 bagaimana kejelasannya. Bisakah direfund? Katanya respon 15 menit tapi uda sejam ga ada kabarnya? Gimana ini?;
416,21,positive,Gara-gara @traveloka Eat “NUNGGUBEDUG” diskon 50% sampai dengan 100rb+gratis ongkir aku tuh jajan mulu tiap hari menjelang berbuka ?? tengkiu ????;
"417,7,positive,""Traveloka eat lebih banyak diskon nya, kak""";
418,27,positive,Jadi traveloka eat nih gila gilaan emg. Kasih diskon 50% max disc 100rb. Beli sushinya kimukatsu 8 menu jadinya cuma 157 rebu +free ongkir. Thanks @traveloka ??;
"419,19,negative,""@traveloka min saya order eat buat buka kemarin kok sampe skrg blom sampe ya, udah mau buka lg ini..""";
420,15,positive,Jajan di traveloka eat disc.50% wadaaawww hamba beli bapao imperial kitchen kan jadi gapake mikir;
"421,12,positive,""Main main ke another discount apps kak, traveloka eat promonya juga warbiasya""";
422,10,negative,traveloka eat banyak diskon tp knp yaaaaaaa ga lengkap wkwkwk;
"423,13,positive,""Coba jajan bukaan pake traveloka eat lumayan diskonnya. Free ong pulak, mamak happy??""";
"424,13,positive,""Kintan delivery diskon 50% dan free ongkir doong, @traveloka Eat penyelamat musafir ??""";
"425,32,positive,""fyi guys untuk kalian nanti yg mau cari makan, make traveloka eat deh karna diskon 50% maks 60rb min belanja 35rb, aku beli bebek 2 paket harusnya 72rb jdi 35rb aja gengs""";
"426,9,positive,""Gila gila traveloka eat , saben dino loh iki""";
"427,8,positive,""Pake traveloka eat aja, restonya enak2 sekitaran cibubur""";
"428,3,positive,""brilliant marketing, traveloka!""";
429,4,positive,Thanks @traveloka and @krispykreme;
"430,8,positive,""Thank you Traveloka Malaysia.";
;
"Yes, TAEYONG BEST LEADER ????""";
431,3,positive,TRAVELOKA BEST AGENCY;
432,12,positive,the twitter and traveloka app being side by side is sending me;
433,18,negative,Who’s still got problem mistaking twitter for traveloka? Like you birds can’t be all blue so come on;
"434,16,negative,""baru kali ini kecewa banget sama traveloka eats, driver yg cancel guenya yg jadi dibikin ribet""";
435,26,negative,Kecewa banget dengan servicenya Traveloka dalam memberikan solusi untuk Customernya. Sangat tidak tuntas. Bahkan saat sdh memutuskan tdk pake TravelokaPaylater lagi pun masih saja bermasalah @traveloka;
436,5,positive,mantep bgt marketing traveloka wgwg;
"437,35,negative,""@traveloka hari ini dangat kecewa dengan agen Travel ini, saya melakukan pemesanan hotel di balikpapan, namun setelah pembayaran, etiket saya tidak muncul, malah saya harus verifikasi pembayaran, sangat kecewa, hampir 2 jam masalah tidak tertangani""";
438,19,positive,kemaren via traveloka dapet hotel mayan enak daerah simpang lima. kasusnya sama nemenin temen maen di tasik wkwk @adtsnd_;
"439,22,negative,""@traveloka sekarang pembayaran pemesanan tiket kereta api ada biaya layanan 17rb? Ini jenis kebijakan apa ya, semua jenis pembayaran lho. Kecewa sih...""";
440,3,negative,IKLAN TRAVELOKA TAI;
"441,23,negative,""Ada promo traveloka tp gabisa masuk ke akun lama. Huft, padahal poinku lumayan kemarin dipakai PP ke Batam, staycation tahun lalu, dll ??""";
"442,29,negative,""Liat temen update kamar hotelnya di Bali, kamarnya bagus banget, dia ngetag nama hotelnya di storynya, iseng ngecek harga kamarnya di traveloka, bngst permalam 14jt paling murah babi ??????""";
443,19,positive,Aku saranin Bookingnya pas periode Epic sale Traveloka dari Tanggal 31-6 Juni. Soalnya harganya bisa makin murah lagi ????;
"444,18,negative,""Iseng2 nyobain aktifin paylater di traveloka, eh ternyata bunganya mayan tinggi. Auto gamau pake wkwk. Kirain 0% ygy.""";
445,9,negative,ketuker mulu mau buka traveloka jadi buka twitter ??????;
446,10,negative,@traveloka Sudah berapa banyak korban penipuan kalian hingga hari ini?;
447,17,negative,Apa guna fitur backdate dipemesanan kalau ujung2nya tetap diisued ke tanggal pemesanan dan ga ada solusi?? @traveloka;
448,4,negative,Cara menghapus iklan Traveloka;
"449,26,positive,""jujur campaign traveloka ini menarik bgt mau ikutan tp gue lebih tertarik ke bajo drpd ke singapur tp kalo ke singapurnya sama refal,,, yh,,, gmn yh,,,""";
450,45,negative,@ecommurz Hi murz blh dishare ga siapa tau ada yg bs bantu jawab: kenapa penambahan selisih harga tiket ini bs jauh bgt bedanya pdhl di flight dan waktu penerbangan yg sama persis. mimin @traveloka jawabnya lama soalnya. Oh ya ini ID nya sama-sama pny say;
"451,9,negative,""Baru mulai buka twitter, suka salah malah buka traveloka""";
452,7,positive,Beraaaak bagus juga campaign traveloka pake refalhady;
453,10,positive,MAU THR BUAT #TEMUKANGEN DAN STAYCATION DONG ADMIN TRAVELOKA SAYANG!!!;
454,11,negative,w mah ngeluh soal tiket ini kaga danta bat dah traveloka;
455,15,positive,Mau buka Twitter malah buka Traveloka karena sama sama biru dan ada gambar burungnya ????;
"456,45,negative,""sering bgt pdahal mau buka twitter eh malah yg kebuka traveloka. sama2 burung biruu si cuman bedanya yg satu ke arah kanan yg satunya lagi ke arah kiri, sama kaya kita gitu sama2 masi syg tapi udh ga searah dan udh dg kehidupannya masing2 hihii???????""";
"457,41,negative,""Gini min jadi saya kan refund via web karena di app traveloka nya non-refundable, dan di web JAL nya sudah berhasil status nya Canceled";
"tapi di Traveloka nya status nya masij Booked ini gimana min? saya hub cs jawaban nya template terus""";
458,20,positive,traveloka marketingny edan bgt anj bisa bisany pake taktik refal hady salah post sg di scnd acc ngajak liburan bareng??????????????????;
"459,11,negative,""gaenaknya via traveloka ya itu, mesti baca policy nya bae bae""";
"460,24,positive,""barusan beli tix jakarta bali, totally 5jt, tapi karna reedem point, dapet potongan 300rb, trus ada promo traveloka discount 100rb, mayan bgt diskonan 400rb..""";
461,11,positive,Dari kemaren udah nebak paling Traveloka yg ajak liburan gratis ??;
"462,8,negative,""Hmm.";
"Mungkin belum burung twiternya butuh liburan kayak traveloka.""";
463,16,positive,Ah gila out of the box bgt traveloka bikin konten nya. Keren keren ???? Jujur kegocek;
"464,16,negative,""@traveloka min jadwal terbaru nya kok gini min";
Saya dari kathmandu-Jakarta ;
"Masa’ jadwal nyan kek dibawah gini""";
465,12,positive,Demi apapun kemarin aku udah ngira kalo paling akhir akhirnya iklan traveloka;
466,12,positive,mari kita tidur siapa mimpi menang traveloka jalan jalan sama refal hady;
467,16,positive,duh senengnyah!?? tolong traveloka biarin ayank ini bermalem-malem di crb agar supaya kita bisa main lama??;
468,9,positive,Ajakin aku dong min @traveloka biar pernah keluar negeri;
469,18,positive,Ini kalo menang traveloka trs liburan bareng. Kira2 bisa lanjut ke pelaminan gak ya sm refal ? @harnum_risti;
"470,7,negative,""Traveloka kalau ngerefund sampai satu bulan, jiahhh""";
471,4,positive,campaign traveloka keren banget;
"472,16,positive,""ku sadar diri, tak mungkin tuk dipilih @refalhady @traveloka namun kau buatku semakin ngarep libur bersama??""";
473,18,negative,admin helpp ini mau pesen tiket bus tapi kok gabisa. dari siang kaya gini terus sampe sekarang @traveloka;
"474,26,positive,""Rafael udah open trip buat fans karna di endors Traveloka. Well...viden, are you ready???? Ke Thailand??? US???? Mana aja deh asal janji ga misah bedhuwaan doang""";
475,13,negative,Mau buka twitter kepencet traveloka. Cari tiket pesawat malah kepencet telegram. Devil's triangle.;
"476,17,negative,""Kadang suka salah mau buka twitter, eh yg kebuka traveloka. Logony udh macem crocodila sma lacoste dah.""";
477,18,negative,padahal tadi subuh buka traveloka nyari tiket pesawat ke thailand lah malem nya udh ditegur sama si #1??????????????;
"478,9,positive,""btw naikin gaji tim marketing traveloka, alus banget AHAHAHAHA""";
479,12,positive,campaign yg ga pernah keliatan campaign adalah traveloka bangsat keren amat teamnya?!!!!!;
"480,25,positive,""Iseng banget cek traveloka terus liat poinku enaknya buat apa, lhah kok bisa di tuker voucher Shope3 lhaa kok disc 50 persen. Lah lah ??????""";
"481,18,positive,""Aduhh mau pol, yuk traveloka lirik aku dan teman aku @prncsamericana yang butuh liburan karena sudah mau gila""";
"482,11,positive,""min ajak akuuu, aku kalo beli tiket pesawat always di travelokaa????""";
483,24,positive,Mas refal & travelika alus banget marketingnya coy ?????? baru sadar gara2 td driver ku cerita bulan lalu nganter refal syuting iklam traveloka :'));
484,17,negative,Di traveloka sudah beberapa kali terjebak non-reschedule dan non-refundable ?? Salah masukin tanggal mampuzz bundd uang hanguzz;
"485,6,positive,""kan bener, si refal promosi traveloka""";
486,9,positive,Makasih @traveloka udh ijinin aku liburan sma ayang wkwk;
"487,32,positive,""Bismillah, assalamualaikum abang izin untuk invite saya berlibur bersama abang @refalhady dan @traveloka karena saya sangat suntuk kuliah di rumah ini ingin berlibur sejenak untuk kembali semangat dalam kuliah dan nugas ??????????""";
"488,49,positive,""Aku juga pada mu mas Refal, eh btw aku kalau pesen tiket pesen makan dll pake Traveloka tau, selain program nya kece kalau mau refund cepet banget masa 3 hari udh selsai refund nya pokoknya the best banget deh Traveloka , yuk bisa yuk ke Singapur bareng mas Refal""";
489,6,positive,Kan bener refal hady marketing traveloka;
"490,19,positive,""mas repalhadi bikin story salah akun dapet liburan dari traveloka, aku salah akun kena julid teman teman lama ??""";
"491,41,positive,""Thankyou traveloka sdh memberi tahu aku siapa refal hadi ini. Ga kepikir tnyata actor. Bego sekali dirikuu, kemana ajaaaa????????Pantes aja wajahnya ngga asing ?? iseng follow twitter karna menarik setiap tweetnya dan bening sekaliii wkwkkw. Maaf mas refall aka mas bian????""";
"492,9,negative,""meh buka twitter, malah buka traveloka,";
"pertanda butuh piknik ??""";
493,23,positive,oh ini tuh yang w di dm refal kemarin bareng traveloka ya liburannya AAAAK ga sabar 31 besok dapet kabar apaaa yaa ????;
"494,25,positive,""Terus juga billboardnya mereka, copynya ga kalah gokil… simple dan nyampe… edan. Moga ada kesempatan kerja di traveloka. Gw dah mupeng bgt dr jaman kuliah??""";
495,24,positive,gue berpikir klo refal hady ini pasti bakalan ada kerja sama dgn traveloka (atau sejenisnya) makanya “salah share ig story ” eh bener donggg;
496,19,positive,i'm not even kidding i'm on traveloka looking at flight ticket right now am i way too ahead ??;
497,5,positive,Marketingnya traveloka gokil bgt dah;
"498,25,positive,""Gotchaaa!! Salah post 2nd acc yang sebenernya gimmick endorse nowadays. Menurut gue ini fresh idea sih, ga gitu gitu aja. Keren marketing strategist nya @traveloka??""";
499,16,positive,Aku mau healing di han river. Minn tlg ada promo tiket pp korea dong @traveloka ??????;
500,10,positive,besok epic sale traveloka walau ak selalu cm dpt hikmahnya!!;
501,9,negative,Ke Traveloka bilang nya aku padamu?kok ke aku enggak?;
"502,6,positive,""Kamu padamu traveloka,aku padamu mas refal""";
503,18,positive,Yang kemarin refal hady ternyata cuma campign? Keren jg ye traveloka tp sy terlanjur baper gmn nie kawan;
504,3,positive,TUHKANNNNN TRAVELOKA WKWK;
505,8,positive,Kamu pada @traveloka Aku padamu mas @refalhady ??;
506,16,positive,Kayanya strategi promosi gitu ga sih hahaha secara traveloka emang suka promosi nya lewat2 cara gituuu;
"507,11,positive,""ih bener, kemaren ada netijen yg nebak ini marketing traveloka ????""";
508,36,positive,Wkwkwk jarang2 terjerat alias percaya sama S3 marketing artis2 tapi kali ini aku sempat tertipu. Meski ujung2nya sok menenangkan diri dari ke-iri-an dan berusaha berpikir positiv ketika sadar kamu BA traveloka ahaha. Keren nih tekniknya @traveloka;
509,6,positive,Tuh kan bener endorse Traveloka ??;
510,10,positive,Punten traveloka cari temen liburan nya cowo aja yaa ??;
"511,10,positive,""Pokoknya gue harus menang, kalo gak gue bakar kantor traveloka""";
